PromoCost,PromotionID,stockonHand,Class,Holiday,UOM,PackSize,Week,Location,Margin,priceSell,PriceBuy,DemandImpact,Population
98.45109577,1137,21872,Confection,yes,Each,Case-Pkg,Wk8,Store6,0.19,4.0757,2.582759257,0.456757449,73422
65.75737629,1947,11541,Confection,no,Each,Case-Pkg,Wk21,Store9,0.23,3.6763,2.829918969,4.192079718,59006
32.32521993,1297,21841,Confection,no,Each,Case-Pkg,Wk47,Store13,0.39,3.0266,1.849016397,6.955386921,29645
143.704413,1720,26032,Confection,yes,Each,Case-Pkg,Wk38,Store14,0.53,2.3796,0.902335894,0.37046287,22795
34.36833423,1883,27650,Confection,yes,Each,Case-Pkg,Wk29,Store10,0.55,3.241,1.44814445,5.061202563,59211
93.33745481,1523,25946,Confection,no,Each,Case-Pkg,Wk49,Store4,0.18,4.2332,3.466821068,4.535121619,73100
122.820416,1400,19954,Confection,no,Each,Case-Pkg,Wk7,Store4,0.17,1.9961,1.649040877,6.17479836,73100
126.220326,1400,13403,Confection,yes,Each,Case-Pkg,Wk21,Store7,0.36,3.1715,1.601732601,2.175313059,59698
181.5507123,1772,25138,Confection,no,Each,Case-Pkg,Wk50,Store10,0.54,1.5719,0.730023787,1.161914054,59211
2.137352241,1736,23788,Confection,no,Each,Case-Pkg,Wk51,Store7,0.82,4.241,0.762682863,12.49360483,59698
62.13326571,1309,15342,Confection,no,Each,Case-Pkg,Wk8,Store10,0.15,2.667,2.26409294,14.69547303,59211
47.88074111,1605,20824,Confection,no,Each,Case-Pkg,Wk23,Store6,0.42,2.042,1.190621986,10.8918274,73422
1.566107436,1303,27535,Confection,no,Each,Case-Pkg,Wk30,Store14,0.5,4.0694,2.021737879,9.283159695,22795
55.41702815,1579,17277,Confection,no,Each,Case-Pkg,Wk39,Store4,0.67,4.082,1.359866889,7.611036339,73100
1.683045836,1351,15965,Confection,no,Each,Case-Pkg,Wk36,Store10,0.3,2.935,2.054573665,14.75352928,59211
11.6849785,1865,26109,Confection,no,Each,Case-Pkg,Wk46,Store7,0.49,1.7354,0.88467129,5.795557013,59698
14.09304592,1819,14418,Confection,no,Each,Case-Pkg,Wk40,Store12,0.44,2.4456,1.365695419,12.64250962,81129
59.82773999,1604,18091,Confection,no,Each,Case-Pkg,Wk20,Store5,0.41,3.4998,2.069162531,19.55207554,13758
2.961473177,1605,24101,Confection,no,Each,Case-Pkg,Wk33,Store4,0.32,2.0426,1.387026054,4.813246053,73100
278.431773,1826,17561,Confection,no,Each,Case-Pkg,Wk9,Store15,0.39,3.8676,2.376637122,25.23135033,21007
23.5324345,1311,28728,Confection,no,Each,Case-Pkg,Wk22,Store8,0.13,3.9306,3.429122033,10.14628073,30088
78.73643997,1458,25213,Confection,no,Each,Case-Pkg,Wk28,Store11,0.68,1.6562,0.531406954,-6.858262573,20099
26.36380232,1564,11272,Confection,no,Each,Case-Pkg,Wk34,Store5,0.42,4.354,2.516318598,1.771292217,13758
98.12782543,1822,25079,Confection,no,Each,Case-Pkg,Wk26,Store11,0.39,4.0449,2.454930974,2.730752871,20099
6.692063222,1754,25234,Confection,no,Each,Case-Pkg,Wk3,Store4,0.63,3.1897,1.166208475,15.56957396,73100
5.447839903,1949,19296,Confection,no,Each,Case-Pkg,Wk37,Store2,0.46,2.6678,1.445067856,17.0258124,15272
88.8365323,1597,18464,Confection,yes,Each,Case-Pkg,Wk4,Store2,0.52,2.6544,1.088657467,15.71290595,15272
142.0955155,1131,28374,Confection,no,Each,Case-Pkg,Wk46,Store3,0.66,1.9737,0.671989508,6.872598859,83641
16.11505577,1625,16097,Confection,no,Each,Case-Pkg,Wk18,Store4,0.5,4.1072,2.044602668,12.67305644,73100
33.10704328,1595,13830,Confection,yes,Each,Case-Pkg,Wk29,Store9,0.27,4.4508,2.716664022,25.14096684,59006
86.56181985,1086,17663,Confection,no,Each,Case-Pkg,Wk35,Store2,0.49,3.6106,1.851488526,13.99116348,15272
76.77153592,1079,18169,Confection,no,Each,Case-Pkg,Wk36,Store3,0.53,2.9913,1.401072081,5.664027081,83641
23.01958686,1209,26193,Confection,no,Each,Case-Pkg,Wk1,Store9,0.47,4.1157,2.191397208,-0.956137206,59006
67.80824956,1658,25379,Confection,no,Each,Case-Pkg,Wk49,Store12,0.55,4.4926,2.03760096,8.163991285,81129
25.45519498,1859,15240,Confection,yes,Each,Case-Pkg,Wk48,Store14,0.25,3.5341,2.019476644,26.1761488,22795
75.303744,1477,11976,Confection,no,Each,Case-Pkg,Wk47,Store7,0.23,2.2354,1.726520929,16.91678035,59698
16.31984199,1792,23221,Confection,yes,Each,Case-Pkg,Wk49,Store14,0.69,3.2656,1.342753062,9.588479475,22795
11.15948936,1675,23074,Confection,no,Each,Case-Pkg,Wk23,Store11,0.41,2.5408,1.499312474,5.754658108,20099
70.28359726,1064,19664,Confection,no,Each,Case-Pkg,Wk51,Store10,0.54,3.3738,1.562008281,10.33609455,59211
71.60725453,1085,28401,Confection,no,Each,Case-Pkg,Wk27,Store6,0.72,2.4846,0.684574099,-2.510538994,73422
0.035866944,1914,21804,Confection,no,Each,Case-Pkg,Wk19,Store3,0.5,2.0935,1.045452806,20.78012769,83641
131.0038166,1684,28603,Confection,yes,Each,Case-Pkg,Wk50,Store14,0.35,2.4637,1.088071916,1.431345753,22795
41.53063104,1658,28596,Confection,no,Each,Case-Pkg,Wk3,Store10,0.35,2.0405,1.335821074,10.56358382,59211
17.64530687,1978,24866,Confection,no,Each,Case-Pkg,Wk42,Store14,0.52,2.168,1.034511696,11.78067318,22795
94.74408526,1953,26937,Confection,no,Each,Case-Pkg,Wk41,Store6,0.36,1.5703,0.999814037,-4.189255791,73422
66.2818777,1344,14624,Confection,no,Each,Case-Pkg,Wk45,Store7,0.46,1.5089,0.815765728,17.06889989,59698
104.8652014,1803,13722,Confection,no,Each,Case-Pkg,Wk40,Store14,0.27,1.5498,1.13315898,26.25432526,22795
32.24642092,1844,21661,Confection,no,Each,Case-Pkg,Wk32,Store7,0.58,3.1555,1.316574271,15.62586121,59698
25.48333941,1434,26874,Confection,no,Each,Case-Pkg,Wk21,Store11,0.67,1.8483,0.613997496,0.795277527,20099
48.83770088,1844,11464,Confection,no,Each,Case-Pkg,Wk31,Store8,0.22,4.2931,3.366679192,14.30860034,30088
15.02858141,1408,30413,Confection,no,Each,Case-Pkg,Wk6,Store4,0.37,2.8006,1.777143254,10.21192639,73100
102.3577336,1230,15978,Confection,no,Each,Case-Pkg,Wk8,Store7,0.34,4.4686,2.954343937,31.97126179,59698
11.18952648,1927,19786,Confection,no,Each,Case-Pkg,Wk40,Store3,0.43,4.4987,2.563725118,9.946949602,83641
160.5829632,1403,22791,Confection,no,Each,Case-Pkg,Wk48,Store12,0.57,4.219,1.835237715,-0.182398541,81129
102.027969,1784,13479,Confection,no,Each,Case-Pkg,Wk25,Store7,0.47,3.6462,1.919715681,16.72834937,59698
23.850553,1454,26186,Confection,yes,Each,Case-Pkg,Wk27,Store12,0.35,3.6236,1.938631241,2.197759603,81129
37.6037498,1109,26744,Confection,no,Each,Case-Pkg,Wk8,Store1,0.5,2.1808,1.087502566,0.431103948,16530
150.4053763,1159,11229,Confection,no,Each,Case-Pkg,Wk13,Store8,0.43,4.4034,2.513855382,-18.73908488,30088
139.4121181,1784,22439,Confection,no,Each,Case-Pkg,Wk6,Store5,0.3,1.8521,1.302297393,5.904702306,13758
71.29503368,1865,23190,Confection,no,Each,Case-Pkg,Wk50,Store4,0.29,1.5922,1.13352803,6.143841184,73100
15.40120045,1254,26522,Confection,yes,Each,Case-Pkg,Wk43,Store6,0.48,3.8669,1.939282724,3.15969257,73422
98.8189918,1082,23119,Confection,no,Each,Case-Pkg,Wk29,Store12,0.58,4.1936,1.778265466,5.527944486,81129
11.1485096,1984,24106,Confection,no,Each,Case-Pkg,Wk24,Store9,0.32,3.0279,2.061654752,15.89062985,59006
50.70082504,1912,13009,Confection,no,Each,Case-Pkg,Wk17,Store9,0.34,2.7256,1.80693044,11.19855198,59006
127.5214807,1827,28562,Confection,no,Each,Case-Pkg,Wk8,Store15,0.31,2.0051,1.393462359,4.311206281,21007
64.80605172,1360,14375,Confection,no,Each,Case-Pkg,Wk36,Store6,0.29,2.6041,1.860795004,3.863545684,73422
74.14059315,1917,13519,Confection,no,Each,Case-Pkg,Wk11,Store9,0.37,2.4364,1.534830516,23.50625289,59006
46.14555667,1276,13063,Confection,no,Each,Case-Pkg,Wk50,Store13,0.29,3.0439,2.174058062,4.292449511,29645
97.3224606,1059,29976,Confection,yes,Each,Case-Pkg,Wk11,Store2,0.33,3.2437,1.685237548,9.617557435,15272
10.59477794,1320,26998,Confection,no,Each,Case-Pkg,Wk2,Store10,0.4,2.9148,1.75193879,3.371614806,59211
171.4399159,1739,27276,Confection,no,Each,Case-Pkg,Wk42,Store1,0.58,2.8963,1.2147081,-1.383693335,16530
33.00392302,1157,28505,Confection,no,Each,Case-Pkg,Wk42,Store15,0.53,1.6133,0.752896709,4.627956017,21007
106.994696,1299,11227,Confection,yes,Each,Case-Pkg,Wk5,Store3,0.59,3.5711,1.621252776,-7.717740412,83641
2.811904882,1728,20839,Confection,no,Each,Case-Pkg,Wk7,Store11,0.48,2.3576,1.218987396,10.89583333,20099
115.553735,1488,17225,Confection,no,Each,Case-Pkg,Wk39,Store12,0.28,4.4264,3.181973331,9.816444826,81129
55.72107173,1672,21866,Confection,yes,Each,Case-Pkg,Wk12,Store10,0.34,3.6476,1.979149026,3.746787502,59211
66.60254639,1537,30575,Confection,no,Each,Case-Pkg,Wk18,Store15,0.2,1.8195,1.449252906,19.74060011,21007
16.79379652,1511,19210,Confection,yes,Each,Case-Pkg,Wk6,Store9,0.59,2.012,0.635701883,17.87084198,59006
106.8200953,1811,13987,Confection,no,Each,Case-Pkg,Wk38,Store1,0.33,1.5137,1.020993159,3.104879096,16530
134.8916785,1848,19260,Confection,no,Each,Case-Pkg,Wk7,Store13,0.38,2.7132,1.6859335,17.07238433,29645
259.6070798,1198,30137,Confection,yes,Each,Case-Pkg,Wk29,Store11,0.39,4.4213,2.469999435,7.133814623,20099
83.32449479,1159,17034,Confection,no,Each,Case-Pkg,Wk10,Store6,0.36,1.5761,1.015597156,15.17857143,73422
98.76009225,1862,12937,Confection,no,Each,Case-Pkg,Wk9,Store12,0.27,2.3644,1.719928401,21.35029786,81129
33.24184827,1536,17521,Confection,no,Each,Case-Pkg,Wk26,Store15,0.35,2.7249,1.777222341,-1.859040954,21007
13.78480521,1652,30226,Confection,no,Each,Case-Pkg,Wk51,Store5,0.68,3.746,1.189081127,7.437428896,13758
130.7509571,1236,17386,Confection,no,Each,Case-Pkg,Wk14,Store14,0.52,1.5144,0.720364645,17.59176934,22795
5.81121768,1433,13022,Confection,no,Each,Case-Pkg,Wk4,Store9,0.51,3.0587,1.48715227,6.67113644,59006
63.77467395,1958,23387,Confection,no,Each,Case-Pkg,Wk3,Store1,0.36,2.3179,1.487992271,0.727918331,16530
73.94371497,1070,23985,Confection,no,Each,Case-Pkg,Wk20,Store10,0.43,4.4946,2.579104078,0.71001963,59211
29.96463839,1644,19263,Confection,no,Each,Case-Pkg,Wk20,Store3,0.23,2.9187,2.248196905,1.007889816,83641
25.76085818,1535,14096,Confection,no,Each,Case-Pkg,Wk45,Store5,0.34,3.1577,2.09560282,24.47793326,13758
12.28250674,1918,19503,Confection,no,Each,Case-Pkg,Wk20,Store1,0.34,3.7523,2.459380711,14.08913535,16530
82.41101645,1600,29607,Confection,yes,Each,Case-Pkg,Wk14,Store10,0.36,2.4195,1.046781135,5.44942832,59211
25.48559884,1039,13777,Confection,no,Each,Case-Pkg,Wk51,Store14,0.49,1.9655,1.009771905,9.255694578,22795
182.4473581,1452,11067,Confection,no,Each,Case-Pkg,Wk41,Store5,0.34,2.5335,1.662283981,-8.072607863,13758
70.51430446,1296,11754,Confection,yes,Each,Case-Pkg,Wk28,Store14,0.37,3.2284,1.621773028,14.43774388,22795
55.19180878,1863,18730,Confection,no,Each,Case-Pkg,Wk14,Store1,0.4,2.3667,1.413061554,28.46435316,16530
59.93135107,1772,30913,Confection,yes,Each,Case-Pkg,Wk3,Store14,0.66,2.3762,0.828385213,14.3222332,22795
86.92700761,1616,20590,Confection,yes,Each,Case-Pkg,Wk33,Store9,0.45,4.3686,2.320429648,20.06074082,59006
268.7827729,1633,26199,Confection,no,Each,Case-Pkg,Wk28,Store13,0.32,2.6486,1.788011214,-4.393241167,29645
49.3069828,1569,27375,Confection,no,Each,Case-Pkg,Wk25,Store4,0.47,3.9936,2.13162021,3.569226025,73100
52.57173184,1840,28643,Confection,no,Each,Case-Pkg,Wk16,Store15,0.45,1.509,0.834872853,-0.033127208,21007
84.22109359,1258,16526,Confection,no,Each,Case-Pkg,Wk52,Store1,0.28,3.5402,2.551985414,10.83032491,16530
46.68941793,1917,29938,Confection,no,Each,Case-Pkg,Wk47,Store6,0.42,2.7251,1.5799142,7.836990596,73422
118.7207512,1247,18972,Confection,yes,Each,Case-Pkg,Wk52,Store6,0.33,3.2096,1.665027458,11.02021676,73422
93.55940341,1548,24096,Confection,no,Each,Case-Pkg,Wk22,Store7,0.59,4.4341,1.815059456,6.900053189,59698
59.35675322,1105,15152,Confection,no,Each,Case-Pkg,Wk35,Store14,0.41,2.6669,1.570648894,1.981113386,22795
44.10813428,1270,28751,Confection,no,Each,Case-Pkg,Wk15,Store10,0.23,3.9252,3.022260935,8.966989088,59211
12.24071754,1760,11935,Confection,no,Each,Case-Pkg,Wk29,Store15,0.58,3.6699,1.523831242,10.93881364,21007
125.3703577,1126,23389,Confection,no,Each,Case-Pkg,Wk51,Store9,0.52,3.5486,1.686982518,8.57648099,59006
16.57727511,1248,24096,Confection,no,Each,Case-Pkg,Wk52,Store9,0.41,1.5658,0.925246086,8.367868795,59006
110.4928887,1691,20757,Confection,no,Each,Case-Pkg,Wk44,Store12,0.43,4.2285,2.417117996,-1.016219463,81129
35.4580504,1505,16684,Confection,no,Each,Case-Pkg,Wk15,Store8,0.24,4.425,3.383558242,16.76928649,30088
19.1184598,1158,29175,Confection,yes,Each,Case-Pkg,Wk9,Store14,0.57,3.5816,1.64035468,2.851808464,22795
78.8491596,1940,22739,Confection,no,Each,Case-Pkg,Wk35,Store8,0.34,3.2111,2.112639707,9.644369564,30088
138.9716811,1764,22447,Confection,no,Each,Case-Pkg,Wk26,Store14,0.33,3.3449,2.229996905,5.219756119,22795
86.81817429,1887,18052,Confection,no,Each,Case-Pkg,Wk18,Store3,0.43,4.0524,2.323748579,14.8467315,83641
26.81923196,1724,16331,Confection,no,Each,Case-Pkg,Wk5,Store4,0.31,2.0784,1.435289794,10.11443137,73100
69.54994001,1435,28283,Confection,no,Each,Case-Pkg,Wk52,Store15,0.51,3.668,1.80468576,-0.411491845,21007
4.297653807,1960,11158,Confection,no,Each,Case-Pkg,Wk36,Store1,0.25,2.8052,2.096324413,16.0785677,16530
32.83092615,1178,24622,Confection,no,Each,Case-Pkg,Wk45,Store12,0.4,1.7856,1.078741617,-2.079934747,81129
35.67093391,1334,16869,Confection,no,Each,Case-Pkg,Wk42,Store7,0.32,1.5427,1.052029471,25.31806616,59698
78.6874117,1243,25382,Confection,no,Each,Case-Pkg,Wk29,Store4,0.58,4.0455,1.686915045,3.021293341,73100
25.24709845,1050,28022,Confection,no,Each,Case-Pkg,Wk28,Store8,0.37,1.6594,1.052598481,9.396705335,30088
34.96279847,1135,20743,Confection,yes,Each,Case-Pkg,Wk11,Store14,0.24,2.5118,1.215636913,4.238329238,22795
78.13209517,1092,25070,Confection,no,Each,Case-Pkg,Wk1,Store12,0.38,2.5481,1.572254543,4.924289566,81129
151.7111114,1029,26836,Confection,no,Each,Case-Pkg,Wk23,Store12,0.45,2.4814,1.370149841,3.987996525,81129
80.59619761,1821,28180,Confection,no,Each,Case-Pkg,Wk3,Store7,0.41,1.902,1.120834475,3.51521114,59698
59.13665055,1299,11214,Confection,yes,Each,Case-Pkg,Wk36,Store15,0.42,3.3519,1.653673497,-12.74288296,21007
89.63744036,1265,23824,Confection,no,Each,Case-Pkg,Wk26,Store12,0.32,2.5502,1.724266127,10.46496842,81129
12.29643927,1735,15051,Confection,no,Each,Case-Pkg,Wk5,Store14,0.34,3.6129,2.386385229,15.66835426,22795
8.25329187,1874,11954,Confection,yes,Each,Case-Pkg,Wk5,Store15,0.36,4.2882,2.420908771,17.78520614,21007
17.84362274,1830,30588,Confection,no,Each,Case-Pkg,Wk23,Store3,0.65,4.288,1.502650002,6.328457309,83641
70.20212876,1049,13884,Confection,no,Each,Case-Pkg,Wk34,Store4,0.29,4.3026,3.054390368,9.529332764,73100
42.6390228,1210,30536,Confection,yes,Each,Case-Pkg,Wk3,Store11,0.5,4.0038,2.005787199,12.05298471,20099
64.36208154,1055,19187,Confection,no,Each,Case-Pkg,Wk16,Store3,0.53,4.2993,2.039300549,3.171652301,83641
101.5039546,1205,18475,Confection,no,Each,Case-Pkg,Wk11,Store1,0.38,3.2395,2.004200248,5.964408431,16530
27.13525187,1402,28098,Confection,no,Each,Case-Pkg,Wk5,Store10,0.42,2.5109,1.445910912,5.212283441,59211
163.2941544,1281,24978,Confection,no,Each,Case-Pkg,Wk23,Store10,0.38,2.7427,1.709916907,3.920917096,59211
26.43748254,1629,23232,Confection,no,Each,Case-Pkg,Wk12,Store12,0.41,2.4259,1.434998661,4.080310881,81129
47.47701382,1794,25177,Confection,no,Each,Case-Pkg,Wk8,Store11,0.38,2.88,1.772471213,13.77424167,20099
1.238674737,1531,16216,Confection,no,Each,Case-Pkg,Wk34,Store15,0.37,2.5117,1.594907851,15.95381464,21007
62.50813676,1897,21017,Confection,yes,Each,Case-Pkg,Wk35,Store5,0.56,2.8227,1.169287863,17.94475896,13758
29.11502547,1975,28557,Confection,no,Each,Case-Pkg,Wk33,Store12,0.33,3.2431,2.156860299,13.35873667,81129
33.41742922,1910,14990,Confection,no,Each,Case-Pkg,Wk18,Store11,0.45,2.0514,1.134979657,27.43427816,20099
42.48648098,1751,17101,Confection,yes,Each,Case-Pkg,Wk4,Store6,0.47,3.357,1.60275517,13.13757752,73422
209.8069534,1502,24258,Confection,no,Each,Case-Pkg,Wk31,Store7,0.44,3.1059,1.731711814,3.171641791,59698
17.6971363,1711,17376,Confection,yes,Each,Case-Pkg,Wk47,Store2,0.45,4.2702,2.256873807,22.03881734,15272
90.83526357,1073,11561,Confection,no,Each,Case-Pkg,Wk10,Store12,0.44,2.5762,1.434140457,-2.931538393,81129
131.7424181,1047,25041,Confection,no,Each,Case-Pkg,Wk5,Store7,0.4,3.8944,2.333906842,4.236311239,59698
21.02034207,1533,29525,Confection,no,Each,Case-Pkg,Wk23,Store1,0.42,4.348,2.52035659,9.18475571,16530
90.53786491,1041,12297,Confection,no,Each,Case-Pkg,Wk49,Store13,0.33,2.1723,1.458686773,12.18549948,29645
28.58726106,1979,20092,Confection,no,Each,Case-Pkg,Wk1,Store1,0.35,1.6249,1.056953461,4.030091349,16530
9.638286436,1224,24296,Confection,no,Each,Case-Pkg,Wk46,Store4,0.43,3.054,1.738683253,6.15703756,73100
13.53913674,1158,29757,Confection,no,Each,Case-Pkg,Wk19,Store12,0.29,4.1206,2.929541999,11.50061501,81129
3.869144633,1213,28687,Confection,no,Each,Case-Pkg,Wk43,Store11,0.48,3.0337,1.566112267,0.465336096,20099
35.00873867,1723,23117,Confection,no,Each,Case-Pkg,Wk21,Store3,0.47,2.4831,1.308301608,11.54713361,83641
144.2635134,1442,16500,Confection,no,Each,Case-Pkg,Wk41,Store8,0.42,3.3453,1.945493357,-1.011678012,30088
51.55262015,1743,14095,Confection,no,Each,Case-Pkg,Wk6,Store3,0.28,3.7579,2.704377449,19.46325558,83641
7.085557524,1058,26994,Confection,no,Each,Case-Pkg,Wk38,Store11,0.58,4.4658,1.861260188,1.003549137,20099
0.68655129,1810,30592,Confection,no,Each,Case-Pkg,Wk33,Store6,0.49,4.065,2.088930641,11.27974453,73422
27.67065902,1691,19843,Confection,no,Each,Case-Pkg,Wk5,Store12,0.58,1.8597,0.777501668,11.14258735,81129
21.96777303,1635,10623,Confection,no,Each,Case-Pkg,Wk42,Store8,0.47,4.1046,2.190587356,-17.86302431,30088
200.0539868,1802,17371,Confection,no,Each,Case-Pkg,Wk28,Store5,0.42,2.3444,1.360238603,16.35146752,13758
160.1872759,1214,15843,Confection,no,Each,Case-Pkg,Wk22,Store13,0.28,3.4856,2.501345536,10.97581043,29645
220.913574,1273,26345,Confection,no,Each,Case-Pkg,Wk16,Store9,0.35,1.7553,1.143383623,-0.394066694,59006
19.42402607,1788,21365,Confection,no,Each,Case-Pkg,Wk16,Store1,0.46,2.0533,1.109281975,17.99519546,16530
54.47727554,1162,18104,Confection,no,Each,Case-Pkg,Wk1,Store5,0.42,3.587,2.078228775,15.50821023,13758
4.505068967,1138,29875,Confection,no,Each,Case-Pkg,Wk30,Store15,0.56,2.2602,1.004305543,5.084321852,21007
25.67459119,1089,18587,Confection,no,Each,Case-Pkg,Wk48,Store2,0.35,4.4603,2.914585334,5.972764594,15272
43.20673017,1246,27228,Confection,yes,Each,Case-Pkg,Wk26,Store8,0.46,2.2276,0.839984323,15.09327984,30088
186.6830839,1698,13873,Confection,no,Each,Case-Pkg,Wk26,Store10,0.44,3.1849,1.785501491,10.33119911,59211
23.15206898,1961,26842,Confection,no,Each,Case-Pkg,Wk15,Store4,0.33,4.2059,2.818359311,8.654966365,73100
45.35631134,1645,12252,Confection,no,Each,Case-Pkg,Wk43,Store14,0.27,3.2784,2.407072902,11.4265386,22795
5.005158423,1595,12836,Confection,no,Each,Case-Pkg,Wk5,Store9,0.46,4.279,2.319802095,-0.326823436,59006
101.9963683,1284,29078,Confection,no,Each,Case-Pkg,Wk16,Store12,0.68,2.5167,0.814853162,3.461509233,81129
180.0789024,1207,26111,Confection,no,Each,Case-Pkg,Wk45,Store10,0.46,3.1284,1.68291459,0.656258917,59211
12.69689363,1977,11738,Confection,no,Each,Case-Pkg,Wk45,Store6,0.46,2.4819,1.334389378,4.409434138,73422
74.3952562,1311,12006,Confection,no,Each,Case-Pkg,Wk47,Store9,0.42,2.8116,1.627500594,5.529391244,59006
34.13962394,1035,14998,Confection,no,Each,Case-Pkg,Wk2,Store8,0.32,3.4328,2.340071553,18.78122535,30088
21.84895668,1385,19994,Confection,no,Each,Case-Pkg,Wk32,Store14,0.41,1.8089,1.075221127,13.44771242,22795
37.47700821,1193,21191,Confection,no,Each,Case-Pkg,Wk7,Store14,0.33,3.538,2.352779219,7.743190661,22795
29.04739073,1805,15923,Confection,yes,Each,Case-Pkg,Wk17,Store3,0.52,2.1379,0.748801149,17.16649431,83641
29.87387556,1581,16674,Confection,no,Each,Case-Pkg,Wk14,Store11,0.39,1.5555,0.949878806,12.77723617,20099
8.899490947,1930,22198,Confection,no,Each,Case-Pkg,Wk40,Store7,0.48,2.5232,1.300416035,-2.056003435,59698
60.04027435,1530,12762,Confection,no,Each,Case-Pkg,Wk12,Store3,0.6,3.9717,1.604733368,6.907179115,83641
93.16536116,1675,23407,Confection,no,Each,Case-Pkg,Wk21,Store12,0.45,1.8631,1.023557227,14.89611733,81129
240.1901069,1919,19694,Confection,no,Each,Case-Pkg,Wk50,Store8,0.29,2.3794,1.695165467,5.357559905,30088
33.70376146,1240,13890,Confection,no,Each,Case-Pkg,Wk9,Store9,0.37,2.4215,1.517675357,1.597306783,59006
10.88687592,1308,31049,Confection,no,Each,Case-Pkg,Wk25,Store10,0.48,3.0727,1.596393699,21.13763809,59211
122.8352873,1517,14036,Confection,no,Each,Case-Pkg,Wk29,Store5,0.38,2.0117,1.247836192,15.85753176,13758
88.52158528,1315,14692,Confection,no,Each,Case-Pkg,Wk50,Store1,0.5,2.9711,1.479912821,27.31730465,16530
107.5464478,1314,17316,Confection,no,Each,Case-Pkg,Wk47,Store4,0.48,3.8922,2.031343961,14.753067,73100
73.10387537,1756,20016,Confection,no,Each,Case-Pkg,Wk18,Store2,0.51,1.7122,0.839516438,3.480922955,15272
38.95072398,1061,16186,Confection,no,Each,Case-Pkg,Wk37,Store8,0.34,4.0802,2.685252842,31.22566872,30088
84.1701259,1515,17448,Confection,no,Each,Case-Pkg,Wk20,Store9,0.41,2.37,1.400965324,22.49657918,59006
29.24717837,1751,18805,Confection,no,Each,Case-Pkg,Wk41,Store14,0.41,1.6189,0.947657651,15.7891548,22795
46.87561521,1942,17972,Confection,no,Each,Case-Pkg,Wk43,Store9,0.31,4.1982,2.881300742,9.100825931,59006
125.0052799,1534,25724,Confection,no,Each,Case-Pkg,Wk15,Store13,0.38,3.6271,2.242500978,6.923013108,29645
74.02972694,1056,25499,Confection,yes,Each,Case-Pkg,Wk12,Store13,0.42,4.5895,2.524090887,5.646722208,29645
40.46514899,1738,21547,Confection,no,Each,Case-Pkg,Wk48,Store5,0.45,2.5319,1.401214961,12.34301928,13758
16.31704366,1667,29883,Confection,no,Each,Case-Pkg,Wk24,Store1,0.47,2.1535,1.144540505,12.53645352,16530
46.062125,1574,14911,Confection,yes,Each,Case-Pkg,Wk37,Store12,0.5,3.5037,1.667083619,27.08496937,81129
13.5747706,1564,26314,Confection,no,Each,Case-Pkg,Wk12,Store4,0.45,4.4689,2.47814893,4.598440389,73100
21.62620628,1379,11719,Confection,no,Each,Case-Pkg,Wk38,Store2,0.33,1.5699,1.0552701,16.82399131,15272
13.46859362,1900,29929,Confection,no,Each,Case-Pkg,Wk30,Store13,0.4,3.0152,1.818155672,10.6958042,29645
77.10329367,1733,24605,Confection,yes,Each,Case-Pkg,Wk38,Store6,0.5,2.2189,0.812880788,11.01470454,73422
79.35752513,1022,25196,Confection,no,Each,Case-Pkg,Wk41,Store1,0.62,3.3025,1.246161701,-1.867444376,16530
87.47992808,1185,11207,Confection,no,Each,Case-Pkg,Wk36,Store13,0.34,2.8609,1.895155649,13.78613479,29645
12.98667099,1576,19478,Confection,no,Each,Case-Pkg,Wk11,Store7,0.48,1.7229,0.890623033,27.89532991,59698
58.36013241,1284,10897,Confection,no,Each,Case-Pkg,Wk2,Store15,0.38,2.1009,1.295527661,-12.35913197,21007
55.05630948,1651,28937,Confection,no,Each,Case-Pkg,Wk50,Store12,0.4,3.0018,1.8158425,7.183592893,81129
29.75325614,1459,17312,Confection,no,Each,Case-Pkg,Wk2,Store9,0.47,1.8568,0.982471278,27.29677889,59006
150.4518595,1416,21529,Confection,no,Each,Case-Pkg,Wk51,Store15,0.43,1.7808,1.021063202,-1.06974754,21007
29.10036129,1161,30827,Confection,no,Each,Case-Pkg,Wk2,Store5,0.36,4.4868,2.87995714,15.01731733,13758
77.43934442,1252,16778,Confection,yes,Each,Case-Pkg,Wk17,Store7,0.51,3.847,1.887597612,10.13876299,59698
2.580807736,1591,27958,Confection,no,Each,Case-Pkg,Wk10,Store4,0.46,2.4407,1.317563544,6.069498069,73100
4.980449017,1360,12855,Confection,no,Each,Case-Pkg,Wk33,Store11,0.34,3.199,2.116126655,13.3435695,20099
10.27332287,1012,20972,Confection,no,Each,Case-Pkg,Wk44,Store10,0.57,2.1535,0.936431852,12.56851155,59211
81.64174628,1636,23298,Confection,no,Each,Case-Pkg,Wk27,Store10,0.34,3.5263,2.331404421,-0.252083757,59211
78.54446879,1778,27449,Confection,no,Each,Case-Pkg,Wk22,Store6,0.47,2.4258,1.281190909,4.032884781,73422
24.32639578,1430,24093,Confection,no,Each,Case-Pkg,Wk10,Store13,0.44,3.3514,1.860903831,6.48216256,29645
53.09210657,1169,26332,Confection,no,Each,Case-Pkg,Wk46,Store14,0.45,2.1962,1.199001932,9.575829991,22795
85.12809644,1956,15555,Confection,no,Each,Case-Pkg,Wk7,Store10,0.48,2.3865,1.246786094,15.42921687,59211
